GEOID,totalUnits,occupiedUnits,vacantUnits,whiteHouseholds,renterOccupied,vacancyShare,whiteShare,renterShare,name
060750351004,288,277,11,122,86,0.03819444444444445,0.4404332129963899,0.3104693140794224,"Block Group 4,  Census Tract 351"
060750351005,346,333,13,137,100,0.03757225433526012,0.4114114114114114,0.3003003003003003,"Block Group 5,  Census Tract 351"
060750351007,467,454,13,164,147,0.027837259100642397,0.36123348017621143,0.3237885462555066,"Block Group 7,  Census Tract 351"
060750352012,347,329,18,133,108,0.05187319884726225,0.40425531914893614,0.3282674772036474,"Block Group 2,  Census Tract 352.01"
060750352013,392,369,23,185,137,0.058673469387755105,0.5013550135501355,0.3712737127371274,"Block Group 3,  Census Tract 352.01"
060750352015,353,336,17,145,123,0.04815864022662889,0.43154761904761907,0.36607142857142855,"Block Group 5,  Census Tract 352.01"
060750352021,698,647,51,351,457,0.07306590257879657,0.5425038639876353,0.7063369397217929,"Block Group 1,  Census Tract 352.02"
060750352023,565,536,29,334,338,0.05132743362831858,0.6231343283582089,0.6305970149253731,"Block Group 3,  Census Tract 352.02"
060750353001,357,338,19,123,102,0.05322128851540616,0.363905325443787,0.30177514792899407,"Block Group 1,  Census Tract 353"
060750353002,540,520,20,196,223,0.037037037037037035,0.3769230769230769,0.4288461538461538,"Block Group 2,  Census Tract 353"
060750353004,328,318,10,127,78,0.03048780487804878,0.39937106918238996,0.24528301886792453,"Block Group 4,  Census Tract 353"
060750353005,491,471,20,236,237,0.04073319755600815,0.5010615711252654,0.5031847133757962,"Block Group 5,  Census Tract 353"
060750353006,468,453,15,150,149,0.03205128205128205,0.33112582781456956,0.32891832229580575,"Block Group 6,  Census Tract 353"
060750354002,506,483,23,195,125,0.045454545454545456,0.40372670807453415,0.2587991718426501,"Block Group 2,  Census Tract 354"
060750354003,430,410,20,233,163,0.046511627906976744,0.5682926829268292,0.3975609756097561,"Block Group 3,  Census Tract 354"
060750354004,637,615,22,251,257,0.03453689167974882,0.408130081300813,0.41788617886178864,"Block Group 4,  Census Tract 354"
060750401001,375,354,21,273,175,0.056,0.7711864406779662,0.4943502824858757,"Block Group 1,  Census Tract 401"
060750401002,572,528,44,307,435,0.07692307692307693,0.5814393939393939,0.8238636363636364,"Block Group 2,  Census Tract 401"
060750401003,677,612,65,314,503,0.09601181683899557,0.5130718954248366,0.8218954248366013,"Block Group 3,  Census Tract 401"
060750402001,778,727,51,452,514,0.06555269922879177,0.6217331499312242,0.7070151306740028,"Block Group 1,  Census Tract 402"
060750402002,442,406,36,181,333,0.08144796380090498,0.4458128078817734,0.8201970443349754,"Block Group 2,  Census Tract 402"
060750402004,724,665,59,447,414,0.08149171270718232,0.6721804511278195,0.6225563909774436,"Block Group 4,  Census Tract 402"
060750426011,792,709,83,373,560,0.10479797979797979,0.5260930888575458,0.7898448519040903,"Block Group 1,  Census Tract 426.01"
060750426021,469,427,42,247,293,0.08955223880597014,0.5784543325526932,0.6861826697892272,"Block Group 1,  Census Tract 426.02"
060750426022,513,466,47,296,261,0.09161793372319688,0.6351931330472103,0.5600858369098712,"Block Group 2,  Census Tract 426.02"
060750426023,566,518,48,321,365,0.08480565371024736,0.6196911196911197,0.7046332046332047,"Block Group 3,  Census Tract 426.02"
060750427002,878,791,87,401,596,0.09908883826879271,0.506953223767383,0.7534766118836915,"Block Group 2,  Census Tract 427"
060750427003,856,791,65,419,529,0.07593457943925233,0.5297092288242731,0.6687737041719343,"Block Group 3,  Census Tract 427"
060750428001,475,448,27,327,148,0.056842105263157895,0.7299107142857143,0.33035714285714285,"Block Group 1,  Census Tract 428"
060750428002,304,267,37,222,21,0.12171052631578948,0.8314606741573034,0.07865168539325842,"Block Group 2,  Census Tract 428"
060750451001,1023,961,62,511,697,0.06060606060606061,0.5317377731529657,0.7252861602497399,"Block Group 1,  Census Tract 451"
060750451003,675,641,34,274,500,0.05037037037037037,0.42745709828393136,0.7800312012480499,"Block Group 3,  Census Tract 451"
060750452001,778,715,63,364,518,0.08097686375321336,0.509090909090909,0.7244755244755244,"Block Group 1,  Census Tract 452"
060750452002,743,691,52,376,483,0.06998654104979811,0.5441389290882779,0.6989869753979739,"Block Group 2,  Census Tract 452"
060750452004,460,424,36,200,176,0.0782608695652174,0.4716981132075472,0.41509433962264153,"Block Group 4,  Census Tract 452"
060750476001,645,603,42,300,421,0.06511627906976744,0.4975124378109453,0.6981757877280266,"Block Group 1,  Census Tract 476"
060750476003,454,420,34,199,208,0.07488986784140969,0.4738095238095238,0.49523809523809526,"Block Group 3,  Census Tract 476"
060750476004,679,632,47,346,397,0.06921944035346098,0.5474683544303798,0.6281645569620253,"Block Group 4,  Census Tract 476"
060750477012,702,659,43,295,453,0.06125356125356125,0.44764795144157815,0.6874051593323217,"Block Group 2,  Census Tract 477.01"
060750477013,588,536,52,254,329,0.08843537414965986,0.47388059701492535,0.6138059701492538,"Block Group 3,  Census Tract 477.01"
060750477022,548,514,34,249,268,0.06204379562043796,0.48443579766536965,0.5214007782101168,"Block Group 2,  Census Tract 477.02"
060750477023,652,604,48,342,389,0.0736196319018405,0.5662251655629139,0.6440397350993378,"Block Group 3,  Census Tract 477.02"
060750478012,507,473,34,205,283,0.0670611439842209,0.4334038054968288,0.5983086680761099,"Block Group 2,  Census Tract 478.01"
060750478013,743,687,56,298,382,0.07537012113055182,0.43377001455604075,0.5560407569141194,"Block Group 3,  Census Tract 478.01"
060750478021,508,470,38,267,307,0.07480314960629922,0.5680851063829787,0.6531914893617021,"Block Group 1,  Census Tract 478.02"
060750478023,622,563,59,226,372,0.09485530546623794,0.40142095914742454,0.6607460035523979,"Block Group 3,  Census Tract 478.02"
060750479011,459,426,33,188,223,0.0718954248366013,0.4413145539906103,0.5234741784037559,"Block Group 1,  Census Tract 479.01"
060750479012,788,725,63,469,418,0.0799492385786802,0.646896551724138,0.576551724137931,"Block Group 2,  Census Tract 479.01"
060750479014,500,469,31,210,208,0.062,0.44776119402985076,0.44349680170575695,"Block Group 4,  Census Tract 479.01"
060750479021,467,441,26,298,189,0.055674518201284794,0.6757369614512472,0.42857142857142855,"Block Group 1,  Census Tract 479.02"
060750479022,662,597,65,339,356,0.09818731117824774,0.5678391959798995,0.5963149078726968,"Block Group 2,  Census Tract 479.02"
060750604001,1052,1001,51,652,846,0.04847908745247148,0.6513486513486514,0.8451548451548452,"Block Group 1,  Census Tract 604"
060750605022,294,276,18,28,271,0.061224489795918366,0.10144927536231885,0.9818840579710145,"Block Group 2,  Census Tract 605.02"
060750605023,450,433,17,68,261,0.03777777777777778,0.15704387990762125,0.6027713625866051,"Block Group 3,  Census Tract 605.02"
060750607001,4025,3741,284,1949,2517,0.07055900621118012,0.5209836941994119,0.6728147554129912,"Block Group 1,  Census Tract 607"
060750607003,550,475,75,317,208,0.13636363636363635,0.6673684210526316,0.4378947368421053,"Block Group 3,  Census Tract 607"
060750610001,830,708,122,186,165,0.14698795180722893,0.2627118644067797,0.2330508474576271,"Block Group 1,  Census Tract 610"
060750610002,504,442,62,77,118,0.12301587301587301,0.17420814479638008,0.2669683257918552,"Block Group 2,  Census Tract 610"
060750611002,1113,990,123,21,944,0.1105121293800539,0.021212121212121213,0.9535353535353536,"Block Group 2,  Census Tract 611"
060750611003,570,527,43,38,527,0.07543859649122807,0.07210626185958255,1,"Block Group 3,  Census Tract 611"
060750612002,785,696,89,133,459,0.11337579617834395,0.1910919540229885,0.6594827586206896,"Block Group 2,  Census Tract 612"
060750614001,1063,970,93,472,578,0.08748824082784572,0.4865979381443299,0.5958762886597938,"Block Group 1,  Census Tract 614"
060750614002,949,872,77,558,491,0.08113804004214963,0.6399082568807339,0.5630733944954128,"Block Group 2,  Census Tract 614"
060750615001,1733,1218,515,774,915,0.2971725331794576,0.6354679802955665,0.7512315270935961,"Block Group 1,  Census Tract 615.00"
060750615002,1104,808,296,503,519,0.26811594202898553,0.6225247524752475,0.6423267326732673,"Block Group 2,  Census Tract 615.00"
060750615003,1288,1125,163,614,524,0.1265527950310559,0.5457777777777778,0.4657777777777778,"Block Group 3,  Census Tract 615.00"
060750615005,589,551,38,307,451,0.06451612903225806,0.5571687840290381,0.8185117967332124,"Block Group 5,  Census Tract 615.00"
060750615006,2236,2013,223,1286,1418,0.09973166368515206,0.6388474913065078,0.704421261798311,"Block Group 6,  Census Tract 615.00"
060759802001,68,62,6,50,26,0.08823529411764706,0.8064516129032258,0.41935483870967744,"Block Group 1,  Census Tract 9802"
060750452005,571,510,61,254,348,0.10683012259194395,0.4980392156862745,0.6823529411764706,"Block Group 5,  Census Tract 452"
060759805011,229,223,6,21,159,0.026200873362445413,0.09417040358744394,0.7130044843049327,"Block Group 1,  Census Tract 9805.01"
060759806001,163,154,9,27,55,0.05521472392638037,0.17532467532467533,0.35714285714285715,"Block Group 1,  Census Tract 9806"
060759809001,160,146,14,100,120,0.0875,0.684931506849315,0.821917808219178,"Block Group 1,  Census Tract 9809"
060750161001,367,360,7,37,312,0.01907356948228883,0.10277777777777777,0.8666666666666667,"Block Group 1,  Census Tract 161"
060750161002,930,900,30,439,781,0.03225806451612903,0.48777777777777775,0.8677777777777778,"Block Group 2,  Census Tract 161"
060750161004,954,904,50,350,881,0.05241090146750524,0.38716814159292035,0.9745575221238938,"Block Group 4,  Census Tract 161"
060750162001,488,446,42,315,379,0.0860655737704918,0.7062780269058296,0.8497757847533632,"Block Group 1,  Census Tract 162"
060750162003,554,519,35,365,488,0.0631768953068592,0.7032755298651252,0.9402697495183044,"Block Group 3,  Census Tract 162"
060750163001,523,500,23,180,464,0.04397705544933078,0.36,0.928,"Block Group 1,  Census Tract 163"
060750163003,1058,975,83,687,748,0.07844990548204159,0.7046153846153846,0.7671794871794871,"Block Group 3,  Census Tract 163"
060750164001,1129,1034,95,766,918,0.0841452612931798,0.7408123791102514,0.8878143133462283,"Block Group 1,  Census Tract 164"
060750164002,822,777,45,552,538,0.05474452554744526,0.7104247104247104,0.6924066924066924,"Block Group 2,  Census Tract 164"
060750165002,561,534,27,390,360,0.0481283422459893,0.7303370786516854,0.6741573033707865,"Block Group 2,  Census Tract 165"
060750165003,684,639,45,473,456,0.06578947368421052,0.7402190923317684,0.7136150234741784,"Block Group 3,  Census Tract 165"
060750166001,882,810,72,614,628,0.08163265306122448,0.7580246913580246,0.7753086419753087,"Block Group 1,  Census Tract 166"
060750166002,508,474,34,399,398,0.06692913385826772,0.8417721518987342,0.8396624472573839,"Block Group 2,  Census Tract 166"
060750166003,680,642,38,522,556,0.05588235294117647,0.8130841121495327,0.8660436137071651,"Block Group 3,  Census Tract 166"
060750167001,868,810,58,619,614,0.06682027649769585,0.7641975308641975,0.7580246913580246,"Block Group 1,  Census Tract 167"
060750167002,337,319,18,267,170,0.05341246290801187,0.8369905956112853,0.5329153605015674,"Block Group 2,  Census Tract 167"
060750167003,499,461,38,379,323,0.07615230460921844,0.8221258134490239,0.7006507592190889,"Block Group 3,  Census Tract 167"
060750168011,666,627,39,467,498,0.05855855855855856,0.74481658692185,0.7942583732057417,"Block Group 1,  Census Tract 168.01"
060750168013,459,437,22,355,358,0.04793028322440087,0.8123569794050344,0.8192219679633868,"Block Group 3,  Census Tract 168.01"
060750168021,693,652,41,459,515,0.05916305916305916,0.7039877300613497,0.7898773006134969,"Block Group 1,  Census Tract 168.02"
060750168023,559,533,26,410,446,0.046511627906976744,0.7692307692307693,0.8367729831144465,"Block Group 3,  Census Tract 168.02"
060750169001,1088,995,93,778,765,0.08547794117647059,0.7819095477386935,0.7688442211055276,"Block Group 1,  Census Tract 169"
060750169002,636,594,42,500,369,0.0660377358490566,0.8417508417508418,0.6212121212121212,"Block Group 2,  Census Tract 169"
060750170002,1364,1243,121,1048,655,0.08870967741935484,0.8431214802896219,0.5269509251810137,"Block Group 2,  Census Tract 170"
060750170003,432,400,32,358,160,0.07407407407407407,0.895,0.4,"Block Group 3,  Census Tract 170"
060750171011,710,639,71,560,378,0.1,0.8763693270735524,0.5915492957746479,"Block Group 1,  Census Tract 171.01"
060750171013,608,548,60,478,360,0.09868421052631579,0.8722627737226277,0.656934306569343,"Block Group 3,  Census Tract 171.01"
060750171021,652,618,34,511,427,0.05214723926380368,0.8268608414239482,0.6909385113268608,"Block Group 1,  Census Tract 171.02"
060750171023,838,766,72,627,514,0.08591885441527446,0.8185378590078329,0.6710182767624021,"Block Group 3,  Census Tract 171.02"
060750176011,22,21,1,12,21,0.045454545454545456,0.5714285714285714,1,"Block Group 1,  Census Tract 176.01"
060750176012,1869,1738,131,786,1691,0.07009095773140717,0.4522439585730725,0.9729574223245109,"Block Group 2,  Census Tract 176.01"
060750176014,504,280,224,121,256,0.4444444444444444,0.43214285714285716,0.9142857142857143,"Block Group 4,  Census Tract 176.01"
060750176015,899,771,128,326,725,0.14238042269187987,0.42282749675745784,0.940337224383917,"Block Group 5,  Census Tract 176.01"
060750177001,139,136,3,103,72,0.02158273381294964,0.7573529411764706,0.5294117647058824,"Block Group 1,  Census Tract 177"
060750177002,662,608,54,383,508,0.08157099697885196,0.6299342105263158,0.8355263157894737,"Block Group 2,  Census Tract 177"
060750178021,1677,1514,163,892,1092,0.09719737626714371,0.5891677675033025,0.7212681638044914,"Block Group 1,  Census Tract 178.02"
060750178022,748,700,48,429,555,0.06417112299465241,0.6128571428571429,0.7928571428571428,"Block Group 2,  Census Tract 178.02"
060750180002,471,451,20,297,273,0.04246284501061571,0.6585365853658537,0.6053215077605322,"Block Group 2,  Census Tract 180"
060750201001,774,724,50,442,422,0.06459948320413436,0.6104972375690608,0.5828729281767956,"Block Group 1,  Census Tract 201"
060750201003,581,542,39,273,463,0.06712564543889846,0.503690036900369,0.8542435424354243,"Block Group 3,  Census Tract 201"
060750201004,1309,1129,180,574,1020,0.13750954927425516,0.508414526129318,0.9034543844109831,"Block Group 4,  Census Tract 201"
060750202001,652,612,40,476,535,0.06134969325153374,0.7777777777777778,0.8741830065359477,"Block Group 1,  Census Tract 202"
060750202003,1413,1349,64,864,1105,0.04529370134465676,0.6404744255003706,0.8191252779836916,"Block Group 3,  Census Tract 202"
060750203001,818,763,55,577,580,0.06723716381418093,0.7562254259501966,0.7601572739187418,"Block Group 1,  Census Tract 203"
060750203003,620,579,41,440,434,0.06612903225806452,0.7599309153713298,0.7495682210708118,"Block Group 3,  Census Tract 203"
060750101001,627,558,69,373,525,0.11004784688995216,0.6684587813620072,0.9408602150537635,"Block Group 1,  Census Tract 101"
060750101002,1640,1532,108,803,1182,0.06585365853658537,0.5241514360313316,0.7715404699738904,"Block Group 2,  Census Tract 101"
060750102001,928,770,158,677,464,0.17025862068965517,0.8792207792207792,0.6025974025974026,"Block Group 1,  Census Tract 102"
060750102003,669,543,126,448,401,0.18834080717488788,0.8250460405156538,0.7384898710865562,"Block Group 3,  Census Tract 102"
060750103001,933,817,116,584,650,0.12433011789924973,0.7148102815177478,0.795593635250918,"Block Group 1,  Census Tract 103"
060750103003,787,664,123,517,441,0.156289707750953,0.7786144578313253,0.6641566265060241,"Block Group 3,  Census Tract 103"
060750104001,274,255,19,118,190,0.06934306569343066,0.4627450980392157,0.7450980392156863,"Block Group 1,  Census Tract 104"
060750104003,1134,920,214,729,558,0.18871252204585537,0.7923913043478261,0.6065217391304348,"Block Group 3,  Census Tract 104"
060750104004,555,475,80,370,366,0.14414414414414414,0.7789473684210526,0.7705263157894737,"Block Group 4,  Census Tract 104"
060750105001,596,510,86,340,216,0.14429530201342283,0.6666666666666666,0.4235294117647059,"Block Group 1,  Census Tract 105"
060750106001,717,617,100,383,540,0.1394700139470014,0.6207455429497569,0.8752025931928687,"Block Group 1,  Census Tract 106"
060750106002,852,753,99,268,683,0.11619718309859155,0.3559096945551129,0.9070385126162018,"Block Group 2,  Census Tract 106"
060750106003,717,645,72,296,610,0.100418410041841,0.45891472868217054,0.9457364341085271,"Block Group 3,  Census Tract 106"
060750107002,594,545,49,134,503,0.08249158249158249,0.24587155963302754,0.9229357798165138,"Block Group 2,  Census Tract 107"
060750107003,953,880,73,68,847,0.07660020986358866,0.07727272727272727,0.9625,"Block Group 3,  Census Tract 107"
060750108001,804,623,181,473,332,0.22512437810945274,0.7592295345104334,0.5329052969502408,"Block Group 1,  Census Tract 108"
060750108002,881,790,91,336,645,0.10329171396140749,0.4253164556962025,0.8164556962025317,"Block Group 2,  Census Tract 108"
060750109001,693,605,88,477,434,0.12698412698412698,0.7884297520661157,0.7173553719008264,"Block Group 1,  Census Tract 109"
060750109002,1048,948,100,708,718,0.09541984732824428,0.7468354430379747,0.7573839662447257,"Block Group 2,  Census Tract 109"
060750109003,1150,1075,75,759,950,0.06521739130434782,0.706046511627907,0.8837209302325582,"Block Group 3,  Census Tract 109"
060750110002,1027,909,118,445,757,0.11489776046738072,0.48954895489548955,0.8327832783278328,"Block Group 2,  Census Tract 110"
060750110003,1147,1062,85,612,949,0.07410636442894507,0.576271186440678,0.8935969868173258,"Block Group 3,  Census Tract 110"
060750111002,1438,1262,176,769,1153,0.12239221140472879,0.6093502377179081,0.9136291600633915,"Block Group 2,  Census Tract 111"
060750111003,655,602,53,359,563,0.08091603053435115,0.5963455149501661,0.9352159468438538,"Block Group 3,  Census Tract 111"
060750112001,912,761,151,412,599,0.16557017543859648,0.5413929040735874,0.7871222076215506,"Block Group 1,  Census Tract 112"
060750112003,497,380,117,281,278,0.23541247484909456,0.7394736842105263,0.7315789473684211,"Block Group 3,  Census Tract 112"
060750113001,696,635,61,90,577,0.08764367816091954,0.14173228346456693,0.9086614173228347,"Block Group 1,  Census Tract 113"
060750113002,979,892,87,246,792,0.0888661899897855,0.2757847533632287,0.8878923766816144,"Block Group 2,  Census Tract 113"
060750117002,909,582,327,284,525,0.35973597359735976,0.4879725085910653,0.9020618556701031,"Block Group 2,  Census Tract 117"
060750118001,800,695,105,83,682,0.13125,0.11942446043165468,0.981294964028777,"Block Group 1,  Census Tract 118"
060750119012,958,797,161,500,582,0.16805845511482254,0.6273525721455459,0.7302383939774153,"Block Group 2,  Census Tract 119.01"
060750119021,1516,1301,215,856,1267,0.14182058047493404,0.6579554189085319,0.9738662567255957,"Block Group 1,  Census Tract 119.02"
060750120001,1524,1381,143,849,1365,0.09383202099737532,0.6147719044170891,0.9884141926140478,"Block Group 1,  Census Tract 120"
060750120002,1272,1165,107,639,1148,0.08411949685534591,0.5484978540772533,0.9854077253218884,"Block Group 2,  Census Tract 120"
060750121001,1780,1622,158,1034,1545,0.08876404494382023,0.6374845869297164,0.9525277435265105,"Block Group 1,  Census Tract 121"
060750122011,1655,1552,103,869,1530,0.062235649546827795,0.5599226804123711,0.9858247422680413,"Block Group 1,  Census Tract 122.01"
060750122012,1251,1115,136,588,985,0.10871302957633892,0.5273542600896861,0.8834080717488789,"Block Group 2,  Census Tract 122.01"
060750122021,1633,1514,119,720,1475,0.07287201469687692,0.47556142668428003,0.9742404227212682,"Block Group 1,  Census Tract 122.02"
060750123012,749,656,93,321,650,0.12416555407209613,0.4893292682926829,0.9908536585365854,"Block Group 2,  Census Tract 123.01"
060750123022,1210,996,214,461,992,0.1768595041322314,0.46285140562248994,0.9959839357429718,"Block Group 2,  Census Tract 123.02"
060750124011,1169,1083,86,475,1075,0.07356715141146279,0.43859649122807015,0.9926131117266851,"Block Group 1,  Census Tract 124.01"
060750204011,578,520,58,441,262,0.10034602076124567,0.8480769230769231,0.5038461538461538,"Block Group 1,  Census Tract 204.01"
060750204012,468,419,49,337,249,0.1047008547008547,0.8042959427207638,0.594272076372315,"Block Group 2,  Census Tract 204.01"
060750204021,1413,1325,88,952,1051,0.06227883934890304,0.7184905660377359,0.7932075471698113,"Block Group 1,  Census Tract 204.02"
060750204022,1188,1084,104,894,662,0.08754208754208755,0.8247232472324724,0.6107011070110702,"Block Group 2,  Census Tract 204.02"
060750205002,469,442,27,360,291,0.057569296375266525,0.8144796380090498,0.6583710407239819,"Block Group 2,  Census Tract 205"
060750205003,502,477,25,418,211,0.049800796812749,0.8763102725366876,0.44234800838574423,"Block Group 3,  Census Tract 205"
060750206001,985,927,58,733,694,0.05888324873096447,0.790722761596548,0.7486515641855448,"Block Group 1,  Census Tract 206"
060750206002,480,443,37,389,260,0.07708333333333334,0.8781038374717833,0.5869074492099323,"Block Group 2,  Census Tract 206"
060750206004,836,767,69,650,484,0.08253588516746412,0.847457627118644,0.6310299869621904,"Block Group 4,  Census Tract 206"
060750207002,1103,1046,57,819,786,0.051677243880326386,0.7829827915869981,0.751434034416826,"Block Group 2,  Census Tract 207"
060750207003,496,457,39,385,330,0.07862903225806452,0.8424507658643327,0.7221006564551422,"Block Group 3,  Census Tract 207"
060750208001,571,541,30,298,450,0.05253940455341506,0.5508317929759704,0.8317929759704251,"Block Group 1,  Census Tract 208"
060750208003,682,597,85,379,468,0.12463343108504399,0.6348408710217756,0.7839195979899497,"Block Group 3,  Census Tract 208"
060750208004,788,755,33,422,689,0.04187817258883249,0.5589403973509933,0.9125827814569536,"Block Group 4,  Census Tract 208"
060750209002,357,336,21,191,288,0.058823529411764705,0.5684523809523809,0.8571428571428571,"Block Group 2,  Census Tract 209"
060750209003,340,254,86,171,220,0.2529411764705882,0.6732283464566929,0.8661417322834646,"Block Group 3,  Census Tract 209"
060750209004,505,487,18,332,425,0.03564356435643564,0.6817248459958932,0.8726899383983573,"Block Group 4,  Census Tract 209"
060750210002,508,482,26,387,374,0.051181102362204724,0.8029045643153527,0.7759336099585062,"Block Group 2,  Census Tract 210"
060750210003,770,722,48,573,531,0.06233766233766234,0.7936288088642659,0.7354570637119113,"Block Group 3,  Census Tract 210"
060750210004,362,335,27,232,254,0.07458563535911603,0.6925373134328359,0.7582089552238805,"Block Group 4,  Census Tract 210"
060750211002,497,455,42,372,355,0.08450704225352113,0.8175824175824176,0.7802197802197802,"Block Group 2,  Census Tract 211"
060750211003,521,483,38,405,288,0.07293666026871401,0.8385093167701864,0.5962732919254659,"Block Group 3,  Census Tract 211"
060750211004,420,384,36,336,136,0.08571428571428572,0.875,0.3541666666666667,"Block Group 4,  Census Tract 211"
060750212002,603,553,50,467,270,0.08291873963515754,0.8444846292947559,0.488245931283906,"Block Group 2,  Census Tract 212"
060750212003,414,388,26,330,162,0.06280193236714976,0.8505154639175257,0.4175257731958763,"Block Group 3,  Census Tract 212"
060750213002,707,663,44,557,267,0.06223479490806223,0.8401206636500754,0.40271493212669685,"Block Group 2,  Census Tract 213"
060750214001,403,378,25,314,238,0.062034739454094295,0.8306878306878307,0.6296296296296297,"Block Group 1,  Census Tract 214"
060750214002,749,675,74,551,378,0.09879839786381843,0.8162962962962963,0.56,"Block Group 2,  Census Tract 214"
060750215001,505,465,40,362,270,0.07920792079207921,0.7784946236559139,0.5806451612903226,"Block Group 1,  Census Tract 215"
060750215002,631,589,42,451,352,0.06656101426307448,0.765704584040747,0.597623089983022,"Block Group 2,  Census Tract 215"
060750215004,540,503,37,396,269,0.06851851851851852,0.7872763419483101,0.5347912524850894,"Block Group 4,  Census Tract 215"
060750215005,511,473,38,403,257,0.07436399217221135,0.8520084566596194,0.5433403805496829,"Block Group 5,  Census Tract 215"
060750216001,959,893,66,725,368,0.06882168925964546,0.8118701007838746,0.41209406494960804,"Block Group 1,  Census Tract 216"
